seq_id,seq_id2,locus_tag,locus_tag2,identity,similarity,start,end,start2,end2
NC_000962.3.region003,NZ_CP031142.1.region031,JDNMFAPF_07370,IECPHNMA_39040,0.68,0.75,10326.0,11502.0,11194.0,10000.0
NC_000962.3.region003,NZ_CP040605.1.region009,JDNMFAPF_07350,DMCKNNNH_46530,0.51,0.60,9926.0,10016.0,9391.0,9499.0
NC_000962.3.region003,NZ_CP059556.1.region007,JDNMFAPF_07370,AHDHMJBP_20120,0.66,0.74,10326.0,11502.0,11203.0,10000.0
NC_000962.3.region003,NZ_CP061007.1.region011,JDNMFAPF_07370,PKJGIIBK_08560,0.68,0.75,10326.0,11502.0,11194.0,10000.0
NC_000962.3.region003,NZ_FNVB01000002.1.region005,JDNMFAPF_07350,HDEEIGHA_57570,0.55,0.61,9926.0,10016.0,11577.0,11475.0
NC_000962.3.region003,NZ_FNVB01000002.1.region005,JDNMFAPF_07370,HDEEIGHA_57550,0.69,0.77,10326.0,11502.0,11188.0,10000.0
NC_000962.3.region003,NZ_FOME01000001.1.region002,JDNMFAPF_07350,LEBMCNIK_33560,0.55,0.61,9926.0,10016.0,9899.0,10001.0
NC_000962.3.region003,NZ_FOME01000001.1.region002,JDNMFAPF_07370,LEBMCNIK_33580,0.69,0.77,10326.0,11502.0,10288.0,11476.0
NC_000962.3.region003,NZ_FOUP01000002.1.region003,JDNMFAPF_07350,GEDOIOEN_32730,0.55,0.61,9926.0,10016.0,11577.0,11475.0
NC_000962.3.region003,NZ_FOUP01000002.1.region003,JDNMFAPF_07370,GEDOIOEN_32710,0.69,0.76,10326.0,11502.0,11188.0,10000.0
NC_000962.3.region003,NZ_FOZX01000004.1.region002,JDNMFAPF_07350,HLMOCMJP_20770,0.53,0.62,9926.0,10016.0,9893.0,9998.0
NC_000962.3.region003,NZ_FOZX01000004.1.region002,JDNMFAPF_07370,HLMOCMJP_20790,0.68,0.77,10326.0,11502.0,10338.0,11529.0
NC_000962.3.region003,NZ_GL877879.1.region006,JDNMFAPF_07370,GBGKCCPF_49600,0.68,0.75,10326.0,11502.0,11194.0,10000.0
NC_000962.3.region003,NZ_JACCFJ010000001.1.region004,JDNMFAPF_07350,MNGIFODF_25880,0.58,0.64,9926.0,10016.0,9899.0,10001.0
NC_000962.3.region003,NZ_JACCFJ010000001.1.region004,JDNMFAPF_07370,MNGIFODF_25900,0.7,0.77,10326.0,11502.0,10288.0,11476.0
NC_000962.3.region003,NZ_JACHIW010000001.1.region012,JDNMFAPF_07350,LLPKHOMA_43340,0.51,0.60,9926.0,10016.0,9890.0,9998.0
NC_000962.3.region003,NZ_JACHIW010000001.1.region012,JDNMFAPF_07370,LLPKHOMA_43360,0.69,0.76,10326.0,11502.0,10343.0,11534.0
NC_000962.3.region003,NZ_JADDUE010000010.1.region001,JDNMFAPF_07350,BEKPJONA_01270,0.59,0.65,9926.0,10016.0,11620.0,11521.0
NC_000962.3.region003,NZ_JADDUE010000010.1.region001,JDNMFAPF_07370,BEKPJONA_01250,0.66,0.75,10326.0,11502.0,11206.0,10000.0
NC_000962.3.region003,NZ_JAGPXE010000009.1.region001,JDNMFAPF_07350,FLBDJKNF_64670,0.59,0.62,9926.0,10016.0,11677.0,11572.0
NC_000962.3.region003,NZ_JAGPXE010000009.1.region001,JDNMFAPF_07370,FLBDJKNF_64650,0.69,0.77,10326.0,11502.0,11188.0,10000.0
NC_000962.3.region003,NZ_RBXX01000002.1.region007,JDNMFAPF_07350,EDIHAEFF_54450,0.55,0.61,9926.0,10016.0,9899.0,10001.0
NC_000962.3.region003,NZ_RBXX01000002.1.region007,JDNMFAPF_07370,EDIHAEFF_54470,0.69,0.76,10326.0,11502.0,10288.0,11476.0
NC_000962.3.region003,NZ_RSAA01000007.1.region002,JDNMFAPF_07350,NCKBKMME_45690,0.68,0.71,9926.0,10016.0,11844.0,11739.0
NC_000962.3.region003,NZ_RSAA01000007.1.region002,JDNMFAPF_07370,NCKBKMME_45670,0.69,0.77,10326.0,11502.0,11188.0,10000.0
NC_000962.3.region003,NZ_VIWX01000001.1.region007,JDNMFAPF_07350,EMDOHHMB_07880,0.62,0.65,9926.0,10016.0,11717.0,11612.0
NC_000962.3.region003,NZ_VIWX01000001.1.region007,JDNMFAPF_07370,EMDOHHMB_07860,0.69,0.77,10326.0,11502.0,11182.0,10000.0
NC_000962.3.region003,NZ_VWPH01000016.1.region001,JDNMFAPF_07350,DAABFAHA_20980,0.55,0.61,9926.0,10016.0,11577.0,11475.0
NC_000962.3.region003,NZ_VWPH01000016.1.region001,JDNMFAPF_07370,DAABFAHA_20960,0.7,0.78,10326.0,11502.0,11188.0,10000.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_38960,DMCKNNNH_46650,0.98,0.98,1581.0,225.0,21124.0,22480.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_38970,DMCKNNNH_46640,0.99,0.99,2360.0,1577.0,20345.0,21128.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_38980,DMCKNNNH_46630,0.98,0.98,3235.0,2356.0,19470.0,20349.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_38990,DMCKNNNH_46620,0.99,1.00,3530.0,3236.0,19175.0,19469.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39000,DMCKNNNH_46610,0.99,0.99,5205.0,3900.0,17504.0,18809.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39010,DMCKNNNH_46600,0.98,1.00,6133.0,5197.0,16576.0,17512.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39020,DMCKNNNH_46590,0.99,0.99,8073.0,6129.0,14636.0,16580.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39030,DMCKNNNH_46580,0.98,0.99,10004.0,8069.0,12705.0,14640.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39040,DMCKNNNH_46570,0.57,0.57,11194.0,10000.0,12022.0,12709.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39050,DMCKNNNH_46540,0.99,1.00,11580.0,11307.0,9501.0,9774.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39060,DMCKNNNH_46530,0.97,1.00,11690.0,11582.0,9391.0,9499.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39070,DMCKNNNH_46520,0.86,0.87,11845.0,12412.0,9311.0,8669.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39080,DMCKNNNH_46510,0.97,0.99,13582.0,12715.0,7497.0,8364.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39090,DMCKNNNH_46500,0.57,0.59,13840.0,13654.0,7314.0,7425.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39110,DMCKNNNH_46490,0.89,0.89,16441.0,15385.0,5993.0,6938.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39120,DMCKNNNH_46480,0.69,0.69,16548.0,17028.0,5972.0,5294.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39140,DMCKNNNH_46470,0.98,0.99,18770.0,21224.0,4865.0,2411.0
NZ_CP031142.1.region031,NZ_CP040605.1.region009,IECPHNMA_39150,DMCKNNNH_46460,0.98,0.98,21459.0,21294.0,2166.0,2331.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_38960,AHDHMJBP_20040,0.54,0.67,1581.0,225.0,1793.0,458.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_38970,AHDHMJBP_20050,0.72,0.81,2360.0,1577.0,2575.0,1789.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_38980,AHDHMJBP_20060,0.5,0.62,3235.0,2356.0,3428.0,2567.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_38990,AHDHMJBP_20070,0.72,0.82,3530.0,3236.0,3730.0,3433.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_39000,AHDHMJBP_20080,0.64,0.73,5205.0,3900.0,5113.0,3754.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_39010,AHDHMJBP_20090,0.55,0.71,6133.0,5197.0,6044.0,5105.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_39020,AHDHMJBP_20100,0.79,0.86,8073.0,6129.0,8005.0,6040.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_39030,AHDHMJBP_20110,0.62,0.74,10004.0,8069.0,9936.0,8001.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_39040,AHDHMJBP_20120,0.72,0.79,11194.0,10000.0,11203.0,10000.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_39050,AHDHMJBP_20130,0.5,0.55,11580.0,11307.0,11531.0,11225.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_39060,AHDHMJBP_20140,0.69,0.83,11690.0,11582.0,11616.0,11508.0
NZ_CP031142.1.region031,NZ_CP059556.1.region007,IECPHNMA_39070,AHDHMJBP_20150,0.51,0.63,11845.0,12412.0,11697.0,12309.0
